id,ticket_id,category,priority,question,response
238,TKT100237,KYC,Medium,Can you help me? today I have a update issue.,Submit valid KYC documents online or at your branch.
239,TKT100238,KYC,Medium,Can you help me? at an ATM I have a update issue.,Submit valid KYC documents online or at your branch.
240,TKT100239,Loans,Medium,Please assist. at an ATM I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
241,TKT100240,KYC,Medium,Can you help me? at an ATM I have a expired issue.,Update your KYC to avoid interruption of banking services.
242,TKT100241,Debit Card,High,Can you help me? I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
243,TKT100242,Debit Card,High,Please assist. at an ATM I have a lost card issue.,Block your debit card immediately and request a replacement.
244,TKT100243,Loans,Medium,Please assist. today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
245,TKT100244,Loans,Medium,Please assist. I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
246,TKT100245,KYC,Medium,I have a update issue.,Submit valid KYC documents online or at your branch.
247,TKT100246,KYC,Medium,Please assist. I have a expired issue.,Update your KYC to avoid interruption of banking services.
248,TKT100247,KYC,Medium,Please assist. yesterday I have a expired issue.,Update your KYC to avoid interruption of banking services.
249,TKT100248,Debit Card,High,yesterday I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
250,TKT100249,KYC,Medium,Please assist. at an ATM I have a update issue.,Submit valid KYC documents online or at your branch.
251,TKT100250,KYC,Medium,Can you help me? at an ATM I have a expired issue.,Update your KYC to avoid interruption of banking services.
252,TKT100251,UPI,High,Urgent: I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
253,TKT100252,Loans,Medium,today I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
254,TKT100253,KYC,Medium,Can you help me? at an ATM I have a update issue.,Submit valid KYC documents online or at your branch.
255,TKT100254,Debit Card,High,while using mobile banking I have a lost card issue.,Block your debit card immediately and request a replacement.
256,TKT100255,Loans,Medium,today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
257,TKT100256,Loans,Medium,Urgent: at an ATM I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
258,TKT100257,Loans,Medium,I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
259,TKT100258,UPI,High,I need help because yesterday I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
260,TKT100259,Loans,Medium,I need help because at an ATM I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
261,TKT100260,UPI,High,I need help because at an ATM I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
262,TKT100261,Debit Card,High,Please assist. today I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
263,TKT100262,UPI,High,I need help because while using mobile banking I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
264,TKT100263,Loans,Medium,yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
265,TKT100264,Debit Card,High,I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
266,TKT100265,Debit Card,High,Can you help me? today I have a lost card issue.,Block your debit card immediately and request a replacement.
267,TKT100266,KYC,Medium,Can you help me? at an ATM I have a PAN update issue.,Submit your PAN update request with supporting documents.
268,TKT100267,Debit Card,High,while using mobile banking I have a lost card issue.,Block your debit card immediately and request a replacement.
269,TKT100268,KYC,Medium,I need help because at an ATM I have a expired issue.,Update your KYC to avoid interruption of banking services.
270,TKT100269,Loans,Medium,Urgent: yesterday I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
271,TKT100270,UPI,High,Please assist. I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
272,TKT100271,Loans,Medium,while using mobile banking I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
273,TKT100272,KYC,Medium,Can you help me? at an ATM I have a expired issue.,Update your KYC to avoid interruption of banking services.
274,TKT100273,KYC,Medium,Can you help me? at an ATM I have a update issue.,Submit valid KYC documents online or at your branch.
275,TKT100274,Loans,Medium,Please assist. while using mobile banking I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
276,TKT100275,UPI,High,while using mobile banking I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
277,TKT100276,UPI,High,I need help because I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
278,TKT100277,KYC,Medium,Can you help me? I have a expired issue.,Update your KYC to avoid interruption of banking services.
279,TKT100278,Loans,Medium,Can you help me? I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
280,TKT100279,Loans,Medium,Can you help me? today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
281,TKT100280,UPI,High,today I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
282,TKT100281,Loans,Medium,Can you help me? today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
283,TKT100282,Loans,Medium,yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
284,TKT100283,Debit Card,High,Urgent: while using mobile banking I have a lost card issue.,Block your debit card immediately and request a replacement.
285,TKT100284,Loans,Medium,Please assist. at an ATM I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
286,TKT100285,Loans,Medium,Please assist. today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
287,TKT100286,KYC,Medium,Can you help me? yesterday I have a update issue.,Submit valid KYC documents online or at your branch.
288,TKT100287,KYC,Medium,Please assist. today I have a PAN update issue.,Submit your PAN update request with supporting documents.
289,TKT100288,KYC,Medium,Please assist. I have a update issue.,Submit valid KYC documents online or at your branch.
290,TKT100289,UPI,High,Please assist. while using mobile banking I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
291,TKT100290,KYC,Medium,Please assist. today I have a PAN update issue.,Submit your PAN update request with supporting documents.
292,TKT100291,Debit Card,High,I need help because I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
293,TKT100292,Loans,Medium,Can you help me? today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
294,TKT100293,KYC,Medium,Please assist. at an ATM I have a PAN update issue.,Submit your PAN update request with supporting documents.
295,TKT100294,UPI,High,I need help because today I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
296,TKT100295,Loans,Medium,I need help because today I have a loan statement issue.,Download it through internet banking or request it from your branch.
297,TKT100296,Debit Card,High,Can you help me? at an ATM I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
298,TKT100297,KYC,Medium,Urgent: at an ATM I have a expired issue.,Update your KYC to avoid interruption of banking services.
299,TKT100298,Debit Card,High,I need help because at an ATM I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
300,TKT100299,KYC,Medium,I need help because while using mobile banking I have a expired issue.,Update your KYC to avoid interruption of banking services.
301,TKT100300,Debit Card,High,yesterday I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
302,TKT100301,Loans,Medium,Please assist. I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
303,TKT100302,Loans,Medium,while using mobile banking I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
304,TKT100303,Debit Card,High,today I have a lost card issue.,Block your debit card immediately and request a replacement.
305,TKT100304,Debit Card,High,Urgent: today I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
306,TKT100305,UPI,High,Can you help me? yesterday I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
307,TKT100306,Debit Card,High,Urgent: yesterday I have a lost card issue.,Block your debit card immediately and request a replacement.
308,TKT100307,Debit Card,High,Please assist. yesterday I have a lost card issue.,Block your debit card immediately and request a replacement.
309,TKT100308,UPI,High,Can you help me? yesterday I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
310,TKT100309,Loans,Medium,I need help because today I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
311,TKT100310,Debit Card,High,Please assist. yesterday I have a lost card issue.,Block your debit card immediately and request a replacement.
312,TKT100311,Loans,Medium,Can you help me? while using mobile banking I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
313,TKT100312,UPI,High,I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
314,TKT100313,UPI,High,I need help because at an ATM I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
315,TKT100314,KYC,Medium,Urgent: I have a expired issue.,Update your KYC to avoid interruption of banking services.
316,TKT100315,UPI,High,Urgent: yesterday I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
317,TKT100316,UPI,High,Urgent: while using mobile banking I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
318,TKT100317,KYC,Medium,I need help because today I have a PAN update issue.,Submit your PAN update request with supporting documents.
319,TKT100318,KYC,Medium,today I have a expired issue.,Update your KYC to avoid interruption of banking services.
320,TKT100319,KYC,Medium,today I have a PAN update issue.,Submit your PAN update request with supporting documents.
321,TKT100320,UPI,High,Urgent: yesterday I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
322,TKT100321,UPI,High,Please assist. I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
323,TKT100322,Loans,Medium,Urgent: I have a loan statement issue.,Download it through internet banking or request it from your branch.
324,TKT100323,Loans,Medium,Urgent: I have a loan statement issue.,Download it through internet banking or request it from your branch.
325,TKT100324,KYC,Medium,I need help because I have a update issue.,Submit valid KYC documents online or at your branch.
326,TKT100325,Debit Card,High,yesterday I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
327,TKT100326,KYC,Medium,at an ATM I have a expired issue.,Update your KYC to avoid interruption of banking services.
328,TKT100327,KYC,Medium,I need help because while using mobile banking I have a PAN update issue.,Submit your PAN update request with supporting documents.
329,TKT100328,KYC,Medium,Please assist. while using mobile banking I have a expired issue.,Update your KYC to avoid interruption of banking services.
330,TKT100329,Debit Card,High,today I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
331,TKT100330,UPI,High,I need help because at an ATM I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
332,TKT100331,UPI,High,Please assist. yesterday I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
333,TKT100332,UPI,High,Urgent: I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
334,TKT100333,Loans,Medium,I need help because at an ATM I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
335,TKT100334,Loans,Medium,today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
336,TKT100335,Loans,Medium,Please assist. while using mobile banking I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
337,TKT100336,UPI,High,Urgent: yesterday I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
338,TKT100337,Debit Card,High,yesterday I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
339,TKT100338,UPI,High,Urgent: while using mobile banking I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
340,TKT100339,UPI,High,Urgent: yesterday I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
341,TKT100340,KYC,Medium,Urgent: I have a PAN update issue.,Submit your PAN update request with supporting documents.
342,TKT100341,UPI,High,Please assist. today I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
343,TKT100342,Debit Card,High,Please assist. while using mobile banking I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
344,TKT100343,Loans,Medium,Can you help me? yesterday I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
345,TKT100344,KYC,Medium,Can you help me? today I have a update issue.,Submit valid KYC documents online or at your branch.
346,TKT100345,UPI,High,Urgent: yesterday I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
347,TKT100346,KYC,Medium,while using mobile banking I have a expired issue.,Update your KYC to avoid interruption of banking services.
348,TKT100347,Debit Card,High,Please assist. while using mobile banking I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
349,TKT100348,UPI,High,Can you help me? yesterday I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
350,TKT100349,UPI,High,I need help because while using mobile banking I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
351,TKT100350,KYC,Medium,at an ATM I have a PAN update issue.,Submit your PAN update request with supporting documents.
352,TKT100351,KYC,Medium,Please assist. yesterday I have a expired issue.,Update your KYC to avoid interruption of banking services.
353,TKT100352,UPI,High,today I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
354,TKT100353,Loans,Medium,Urgent: at an ATM I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
355,TKT100354,Loans,Medium,Can you help me? at an ATM I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
356,TKT100355,UPI,High,Can you help me? while using mobile banking I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
357,TKT100356,Debit Card,High,Please assist. while using mobile banking I have a lost card issue.,Block your debit card immediately and request a replacement.
358,TKT100357,Loans,Medium,I need help because at an ATM I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
359,TKT100358,KYC,Medium,Can you help me? at an ATM I have a update issue.,Submit valid KYC documents online or at your branch.
360,TKT100359,Debit Card,High,Urgent: while using mobile banking I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
361,TKT100360,UPI,High,I need help because at an ATM I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
362,TKT100361,UPI,High,I need help because while using mobile banking I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
363,TKT100362,KYC,Medium,at an ATM I have a PAN update issue.,Submit your PAN update request with supporting documents.
364,TKT100363,Loans,Medium,today I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
365,TKT100364,Loans,Medium,Urgent: at an ATM I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
366,TKT100365,Loans,Medium,today I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
367,TKT100366,Debit Card,High,Urgent: at an ATM I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
368,TKT100367,UPI,High,Please assist. while using mobile banking I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
369,TKT100368,Debit Card,High,Can you help me? today I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
370,TKT100369,UPI,High,Urgent: yesterday I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
371,TKT100370,Loans,Medium,Can you help me? yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
372,TKT100371,UPI,High,Please assist. yesterday I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
373,TKT100372,Debit Card,High,Can you help me? today I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
374,TKT100373,Debit Card,High,at an ATM I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
375,TKT100374,KYC,Medium,Urgent: I have a PAN update issue.,Submit your PAN update request with supporting documents.
376,TKT100375,Loans,Medium,Please assist. yesterday I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
377,TKT100376,KYC,Medium,at an ATM I have a update issue.,Submit valid KYC documents online or at your branch.
378,TKT100377,Loans,Medium,Urgent: today I have a loan statement issue.,Download it through internet banking or request it from your branch.
379,TKT100378,Loans,Medium,I need help because while using mobile banking I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
380,TKT100379,KYC,Medium,I need help because today I have a expired issue.,Update your KYC to avoid interruption of banking services.
381,TKT100380,Loans,Medium,I need help because today I have a loan statement issue.,Download it through internet banking or request it from your branch.
382,TKT100381,KYC,Medium,Urgent: I have a expired issue.,Update your KYC to avoid interruption of banking services.
383,TKT100382,UPI,High,Urgent: yesterday I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
384,TKT100383,Loans,Medium,I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
385,TKT100384,Debit Card,High,today I have a lost card issue.,Block your debit card immediately and request a replacement.
386,TKT100385,Loans,Medium,I need help because I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
387,TKT100386,Debit Card,High,Can you help me? at an ATM I have a lost card issue.,Block your debit card immediately and request a replacement.
388,TKT100387,KYC,Medium,Urgent: I have a PAN update issue.,Submit your PAN update request with supporting documents.
389,TKT100388,Debit Card,High,Please assist. while using mobile banking I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
390,TKT100389,KYC,Medium,Please assist. I have a expired issue.,Update your KYC to avoid interruption of banking services.
391,TKT100390,UPI,High,Please assist. today I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
392,TKT100391,Loans,Medium,Urgent: at an ATM I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
393,TKT100392,Loans,Medium,Urgent: yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
394,TKT100393,Loans,Medium,Urgent: yesterday I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
395,TKT100394,Loans,Medium,yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
396,TKT100395,UPI,High,Urgent: at an ATM I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
397,TKT100396,Loans,Medium,Urgent: today I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
398,TKT100397,KYC,Medium,Please assist. today I have a PAN update issue.,Submit your PAN update request with supporting documents.
399,TKT100398,Loans,Medium,Can you help me? yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
400,TKT100399,Loans,Medium,Can you help me? yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
401,TKT100400,Debit Card,High,I need help because while using mobile banking I have a lost card issue.,Block your debit card immediately and request a replacement.
402,TKT100401,UPI,High,Urgent: I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
403,TKT100402,UPI,High,Please assist. I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
404,TKT100403,Debit Card,High,yesterday I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
405,TKT100404,Debit Card,High,Urgent: yesterday I have a lost card issue.,Block your debit card immediately and request a replacement.
406,TKT100405,KYC,Medium,while using mobile banking I have a update issue.,Submit valid KYC documents online or at your branch.
407,TKT100406,Debit Card,High,Urgent: while using mobile banking I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
408,TKT100407,KYC,Medium,Urgent: yesterday I have a update issue.,Submit valid KYC documents online or at your branch.
409,TKT100408,Loans,Medium,Can you help me? while using mobile banking I have a loan statement issue.,Download it through internet banking or request it from your branch.
410,TKT100409,KYC,Medium,Please assist. at an ATM I have a expired issue.,Update your KYC to avoid interruption of banking services.
411,TKT100410,KYC,Medium,Can you help me? I have a update issue.,Submit valid KYC documents online or at your branch.
412,TKT100411,Debit Card,High,I need help because at an ATM I have a unauthorized transaction issue.,Block the card and report the disputed transaction for investigation.
413,TKT100412,Loans,Medium,I need help because I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
414,TKT100413,UPI,High,I need help because yesterday I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
415,TKT100414,Loans,Medium,Urgent: yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
416,TKT100415,KYC,Medium,Can you help me? at an ATM I have a update issue.,Submit valid KYC documents online or at your branch.
417,TKT100416,Loans,Medium,today I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
418,TKT100417,KYC,Medium,Please assist. yesterday I have a PAN update issue.,Submit your PAN update request with supporting documents.
419,TKT100418,KYC,Medium,Please assist. yesterday I have a update issue.,Submit valid KYC documents online or at your branch.
420,TKT100419,UPI,High,I need help because while using mobile banking I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
421,TKT100420,Debit Card,High,I need help because while using mobile banking I have a lost card issue.,Block your debit card immediately and request a replacement.
422,TKT100421,KYC,Medium,Can you help me? at an ATM I have a PAN update issue.,Submit your PAN update request with supporting documents.
423,TKT100422,KYC,Medium,I need help because today I have a PAN update issue.,Submit your PAN update request with supporting documents.
424,TKT100423,UPI,High,Can you help me? yesterday I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
425,TKT100424,KYC,Medium,Please assist. yesterday I have a update issue.,Submit valid KYC documents online or at your branch.
426,TKT100425,Loans,Medium,I need help because yesterday I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
427,TKT100426,KYC,Medium,Urgent: at an ATM I have a PAN update issue.,Submit your PAN update request with supporting documents.
428,TKT100427,UPI,High,I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
429,TKT100428,UPI,High,Urgent: I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
430,TKT100429,Debit Card,High,Can you help me? while using mobile banking I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
431,TKT100430,KYC,Medium,Urgent: while using mobile banking I have a update issue.,Submit valid KYC documents online or at your branch.
432,TKT100431,Debit Card,High,yesterday I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
433,TKT100432,UPI,High,Please assist. today I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
434,TKT100433,UPI,High,today I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
435,TKT100434,KYC,Medium,Please assist. today I have a expired issue.,Update your KYC to avoid interruption of banking services.
436,TKT100435,Loans,Medium,Please assist. yesterday I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
437,TKT100436,UPI,High,Please assist. yesterday I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
438,TKT100437,UPI,High,Urgent: while using mobile banking I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
439,TKT100438,Debit Card,High,at an ATM I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
440,TKT100439,Debit Card,High,I need help because at an ATM I have a lost card issue.,Block your debit card immediately and request a replacement.
441,TKT100440,UPI,High,Can you help me? today I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
442,TKT100441,Debit Card,High,Please assist. while using mobile banking I have a lost card issue.,Block your debit card immediately and request a replacement.
443,TKT100442,KYC,Medium,while using mobile banking I have a PAN update issue.,Submit your PAN update request with supporting documents.
444,TKT100443,UPI,High,Can you help me? while using mobile banking I have a pending transaction issue.,Wait until the current transaction is completed. Do not retry the payment immediately.
445,TKT100444,Loans,Medium,Please assist. while using mobile banking I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
446,TKT100445,UPI,High,at an ATM I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
447,TKT100446,KYC,Medium,Please assist. yesterday I have a expired issue.,Update your KYC to avoid interruption of banking services.
448,TKT100447,KYC,Medium,while using mobile banking I have a PAN update issue.,Submit your PAN update request with supporting documents.
449,TKT100448,Loans,Medium,today I have a personal loan issue.,Apply online or at a branch. Eligibility depends on bank policy.
450,TKT100449,KYC,Medium,Can you help me? I have a PAN update issue.,Submit your PAN update request with supporting documents.
451,TKT100450,Loans,Medium,I need help because today I have a loan statement issue.,Download it through internet banking or request it from your branch.
452,TKT100451,Loans,Medium,Please assist. while using mobile banking I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
453,TKT100452,KYC,Medium,yesterday I have a PAN update issue.,Submit your PAN update request with supporting documents.
454,TKT100453,KYC,Medium,today I have a expired issue.,Update your KYC to avoid interruption of banking services.
455,TKT100454,Loans,Medium,while using mobile banking I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
456,TKT100455,UPI,High,while using mobile banking I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
457,TKT100456,Debit Card,High,Can you help me? I have a lost card issue.,Block your debit card immediately and request a replacement.
458,TKT100457,KYC,Medium,Can you help me? today I have a update issue.,Submit valid KYC documents online or at your branch.
459,TKT100458,Debit Card,High,Please assist. while using mobile banking I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
460,TKT100459,KYC,Medium,I need help because I have a PAN update issue.,Submit your PAN update request with supporting documents.
461,TKT100460,Debit Card,High,while using mobile banking I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
462,TKT100461,Loans,Medium,I need help because I have a loan statement issue.,Download it through internet banking or request it from your branch.
463,TKT100462,Debit Card,High,Please assist. at an ATM I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
464,TKT100463,Loans,Medium,Please assist. yesterday I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
465,TKT100464,UPI,High,Can you help me? at an ATM I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
466,TKT100465,KYC,Medium,I need help because while using mobile banking I have a PAN update issue.,Submit your PAN update request with supporting documents.
467,TKT100466,Loans,Medium,yesterday I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
468,TKT100467,Loans,Medium,yesterday I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
469,TKT100468,UPI,High,I need help because at an ATM I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
470,TKT100469,Debit Card,High,today I have a PIN forgotten issue.,Reset your ATM PIN using supported banking channels.
471,TKT100470,Loans,Medium,Please assist. today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
472,TKT100471,Loans,Medium,Can you help me? yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
473,TKT100472,Loans,Medium,Can you help me? today I have a EMI issue.,"EMI depends on the loan amount, tenure, and interest rate."
474,TKT100473,Debit Card,High,Can you help me? at an ATM I have a lost card issue.,Block your debit card immediately and request a replacement.
475,TKT100474,UPI,High,Urgent: I have a wrong UPI ID issue.,Contact your bank immediately. Recovery depends on the transaction status and beneficiary approval.
476,TKT100475,Loans,Medium,Urgent: yesterday I have a loan statement issue.,Download it through internet banking or request it from your branch.
477,TKT100476,UPI,High,Please assist. at an ATM I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
478,TKT100477,KYC,Medium,at an ATM I have a PAN update issue.,Submit your PAN update request with supporting documents.
479,TKT100478,UPI,High,Please assist. today I have a payment failed issue.,Check the transaction status in your UPI app. Failed transactions are normally reversed automatically. Raise a dispute if the amount is not refunded within the expected timeline.
